long_cite,short_cite,doi,keywords,coder,date_first_coder_coded,second_coder,date_second_coder_coded,exp_number,infant_age,infant_type,condition_name,same_infant,n,fam_times,infant_controlled_fam,fam_presentation_type,fam_static_dynamic,live_or_video,stimuli,stimulus_complexity_reported,stimulus_complexity_description,attention_getter,attention_getter_type,attention_getter_duration,attention_getter_frequency,test_type,test_description,test_duration,response_mode,infant_controlled_test,num_trials,trial_duration,mean_novel,sd_novel,mean_familiar,sd_famliar,novelty_familiarity_units,mean_novelty_preference,SD_novelty_preference,chance_level_novelty_preference,t,F,d,dv_type,dv_calc,dv_interpret,cite_HA1988,1st_coder_comments,2nd_coder_comments
"Perone, S., & Spencer, J. P. (2014). The co-development of looking dynamics and discrimination performance. Developmental Psychology, 50(3), 837.",Perone & Spencer (2014),10.1037/a0034139,"looking behavior, memory development, dynamic neural fields",MM,8/27/21,,,1,230,,similar test_7MOA,2,39,,n,two_identical,static,video,buggles' (oval shapes),n,"buggle consisted of a value along continuous shape and color dimensions. Shape was defined by an aspect ratio. Each metric step was defined by a proportional change in height and width, generating six equidistant metric steps with the total area of each stimulus held constant.",y,looming white circle,NA (infant-controlled),beginning of each trial,paired_comparsion,"Infants were familiarized with pairs of identical items across six 10-s trials. Following the familiariza- tion phase, there were two 20-s test trials (location of familiar and novel items were reversed after 10 s). We presented two test trials where we manipulated the metric similarity between the familiar and novel items, presenting a difficult discrimination first and an easier discrimination second.  In our design, the first test was the similar test, in which the familiar item was paired with an item that was novel by one metric step on a single dimension. The second test was the dissimilar test, in which the familiar item was paired with an item that was novel by three metric steps on the same dimension as the similar test. ",40,eye-tracking,n,2,20,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,0.19,looking time,,,y,mean & sd novel/familiar not reported but can be derived from Figure 3,
"Perone, S., & Spencer, J. P. (2014). The co-development of looking dynamics and discrimination performance. Developmental Psychology, 50(3), 837.",Perone & Spencer (2014),10.1037/a0034140,"looking behavior, memory development, dynamic neural fields",MM,8/27/21,,,1,230,,dissimilar test_7MOA,2,39,,n,two_identical,static,video,buggles' (oval shapes),n,"buggle consisted of a value along continuous shape and color dimensions. Shape was defined by an aspect ratio. Each metric step was defined by a proportional change in height and width, generating six equidistant metric steps with the total area of each stimulus held constant.",y,looming white circle,NA (infant-controlled),beginning of each trial,paired_comparsion,"Infants were familiarized with pairs of identical items across six 10-s trials. Following the familiariza- tion phase, there were two 20-s test trials (location of familiar and novel items were reversed after 10 s). We presented two test trials where we manipulated the metric similarity between the familiar and novel items, presenting a difficult discrimination first and an easier discrimination second.  In our design, the first test was the similar test, in which the familiar item was paired with an item that was novel by one metric step on a single dimension. The second test was the dissimilar test, in which the familiar item was paired with an item that was novel by three metric steps on the same dimension as the similar test. ",40,eye-tracking,n,2,20,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,0.75,looking time,,,y,mean & sd novel/familiar not reported but can be derived from Figure 3,
"Perone, S., & Spencer, J. P. (2014). The co-development of looking dynamics and discrimination performance. Developmental Psychology, 50(3), 837.",Perone & Spencer (2014),10.1037/a0034141,"looking behavior, memory development, dynamic neural fields",MM,8/27/21,,,1,303,,similar test_10MOA,3,35,,n,two_identical,static,video,buggles' (oval shapes),n,"buggle consisted of a value along continuous shape and color dimensions. Shape was defined by an aspect ratio. Each metric step was defined by a proportional change in height and width, generating six equidistant metric steps with the total area of each stimulus held constant.",y,looming white circle,NA (infant-controlled),beginning of each trial,paired_comparsion,"Infants were familiarized with pairs of identical items across six 10-s trials. Following the familiariza- tion phase, there were two 20-s test trials (location of familiar and novel items were reversed after 10 s). We presented two test trials where we manipulated the metric similarity between the familiar and novel items, presenting a difficult discrimination first and an easier discrimination second.  In our design, the first test was the similar test, in which the familiar item was paired with an item that was novel by one metric step on a single dimension. The second test was the dissimilar test, in which the familiar item was paired with an item that was novel by three metric steps on the same dimension as the similar test. ",40,eye-tracking,n,2,20,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,NA,0.19,looking time,,,y,mean & sd novel/familiar not reported but can be derived from Figure 3,
"Perone, S., & Spencer, J. P. (2014). The co-development of looking dynamics and discrimination performance. Developmental Psychology, 50(3), 837.",Perone & Spencer (2014),10.1037/a0034142,"looking behavior, memory development, dynamic neural fields",MM,8/27/21,,,1,303,,dissimilar test_10MOA,3,35,,n,two_identical,static,video,buggles' (oval shapes),n,"buggle consisted of a value along continuous shape and color dimensions. Shape was defined by an aspect ratio. Each metric step was defined by a proportional change in height and width, generating six equidistant metric steps with the total area of each stimulus held constant.",y,looming white circle,NA (infant-controlled),beginning of each trial,paired_comparsion,"Infants were familiarized with pairs of identical items across six 10-s trials. Following the familiariza- tion phase, there were two 20-s test trials (location of familiar and novel items were reversed after 10 s). We presented two test trials where we manipulated the metric similarity between the familiar and novel items, presenting a difficult discrimination first and an easier discrimination second.  In our design, the first test was the similar test, in which the familiar item was paired with an item that was novel by one metric step on a single dimension. The second test was the dissimilar test, in which the familiar item was paired with an item that was novel by three metric steps on the same dimension as the similar test. ",40,eye-tracking,n,2,20,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA,0.76,looking time,,,y,mean & sd novel/familiar not reported but can be derived from Figure 3,
"Wang, Y., Seidl, A., & Cristia, A. (2021). Infant speech perception and cognitive skills as predictors of later vocabulary. Infant Behavior and Development. 62, 101524.","Wang, Seidl, & Cristia (2021)",10.1016/j.infbeh.2020.101524,"speech perception, cognitive skills, stress pattern preference, native vowel discrimination, visual recognition memory, A-not-B, individual differences",MZ,5/2/2021,,,1,172.9,typical,VRM_faces,1,94,20,y,two_identical,static,video,black and white photographs of faces,n,,y,a green square with a black spot that appeared and disappeared at regular intervals and non-speech sound tracks which varied across problems,NA  ,beginning of each familiarization trial and each test trial,paired_comparsion,"During the test phase, the infant saw two images, one that had been shown in the familiarization phase, and another that was a new face (for the face problems) or a new geometric pattern (for the pattern problems). There were two test trials in each problem, with the side of the new image counterbalanced across them. The duration of each test trial was 10 s.",10,eye-tracking,n,9,30,NA,NA,NA,NA,NA,0.5756,0.0879,0.5,8.34,NA,0.86,looking time,proportion of novel looking divided by proportion of total looking to the two test images (compared to chance of .5),proportion of novel looking divided by proportion of total looking to the two test images (compared to chance of .5); novelty preference,y,effect sizes computed from original data file,
"Wang, Y., Seidl, A., & Cristia, A. (2021). Infant speech perception and cognitive skills as predictors of later vocabulary. Infant Behavior and Development. 62, 101524.","Wang, Seidl, & Cristia (2021)",10.1016/j.infbeh.2020.101524,"speech perception, cognitive skills, stress pattern preference, native vowel discrimination, visual recognition memory, A-not-B, individual differences",MZ,5/2/2021,,,1,172.9,typical,VRM_geometric,1,94,10,y,two_identical,static,video,colorful geometric stimuli,n,,y,a green square with a black spot that appeared and disappeared at regular intervals and non-speech sound tracks which varied across problems,NA  ,beginning of each familiarization trial and each test trial,paired_comparsion,"During the test phase, the infant saw two images, one that had been shown in the familiarization phase, and another that was a new face (for the face problems) or a new geometric pattern (for the pattern problems). There were two test trials in each problem, with the side of the new image counterbalanced across them. The duration of each test trial was 10 s.",10,eye-tracking,n,9,20,NA,NA,NA,NA,NA,0.6194,0.1004,0.5,11.53,NA,1.19,looking time,proportion of novel looking divided by proportion of total looking to the two test images (compared to chance of .5),proportion of novel looking divided by proportion of total looking to the two test images (compared to chance of .5); novelty preference,y,effect sizes computed from original data file,
"Thompson, L. A., Fagan, J. F., & Fulker, D. W. (1991). Longitudinal prediction of specific cognitive abilities from infant novelty preference. Child Development, 62(3), 530-538.","Thompson, Fagan, & Fulker, 1991",N/A,visual novelty preference,JK,5/2/2022,,,1,152.2,adoptees & typical,5_month,1,113,40,,single_object,static,video,abstract patterns and faces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no doi, but JSTOR has a stable URL (https://www.jstor.org/stable/1131128)",
"Thompson, L. A., Fagan, J. F., & Fulker, D. W. (1991). Longitudinal prediction of specific cognitive abilities from infant novelty preference. Child Development, 62(3), 530-538.","Thompson, Fagan, & Fulker, 1991",N/A,visual novelty preference,JK,5/2/2022,,,1,213.08,adoptees & typical,7_month,1,113,,,two_identical,static,video,faces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singh, L., Fu, C. S., Rahman, A. A., Hameed, W. B., Sanmugam, S., Agarwal, P., Jiang, B., Chong, Y. S., Meaney, M. J., Rifkin-Graboi, A., GUSTO Research Team (2015). Back to basics: a bilingual advantage in infant visual habituation. Child Development, 86(1), 294 - 302.","Singh, L., Fu, C. S., Rahman, A. A., Hameed, W. B., Sanmugam, S., Agarwal, P., Jiang, B., Chong, Y. S., Meaney, M. J., Rifkin-Graboi, A., GUSTO Research Team (2015).",10.1111/cdev.12271,"visual habituation, recognition memory",EM,5/2/2022,,,1,185,,Monolingual,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singh, L., Fu, C. S., Rahman, A. A., Hameed, W. B., Sanmugam, S., Agarwal, P., Jiang, B., Chong, Y. S., Meaney, M. J., Rifkin-Graboi, A., GUSTO Research Team (2015). Back to basics: a bilingual advantage in infant visual habituation. Child Development, 86(1), 294 - 302.","Singh, L., Fu, C. S., Rahman, A. A., Hameed, W. B., Sanmugam, S., Agarwal, P., Jiang, B., Chong, Y. S., Meaney, M. J., Rifkin-Graboi, A., GUSTO Research Team (2015).",10.1111/cdev.12271,"visual habituation, recognition memory",EM,5/2/2022,,,1,185,,Bilingual,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roder, B. J., Bushnell, E. W., & Sasseville, A. M. (2000). Infants' preference for familiarity and novelty during the course of visual processing. Infancy, 1(4), 491-507.","Roder, Bushnell, & Sasseville (2000)",10.1207/S15327078IN0104_9,"visual processing, familiarity preference, novelty preference, memory formation",JS,5/2/2022,,,1,145.4,typical,objects,objects,24,115,n,two_different,static,video,objects,n,"25 commonplace objects (coffee mug, crayon box, toy truck, change purse)",n,NA,NA,NA,paired_comparsion,"Each infant was then presented with an initial familiarization (F) trial, followed by a series of at least 14 paired comparison (P) trials. The F trial was intended to establish a minimal level of familiarity with one of the stimuli of the set being shown to the infant (objects, faces, or kaleidoscopes). It consisted of two identical slides of one of the six stimuli selected to serve as familiar. These duplicates were presented side by side for 3 sec starting when the infant had first fixated one or the other of them for 0.1 sec. The subsequent P trials each consisted of a repetition of this same familiar stimulus presented side by side with a different one of the other 24 slides in the relevant set. The order in which the 24 distinct novel stimuli occurred across the various P trials was randomly determined for each infant. Each P trial was presented for 8 sec, starting when the infant had first fixated either one of the stimuli for 0.1 sec. Brief, fixed-length trials were employed so that infants’ relative preferences for a familiar versus a novel stimulus could be sampled frequently and at equally spaced, periodic points during the course of processing. Interstimulus intervals were approximately 2 sec to 3 sec, and P trial presentations ensued until the infant became too fussy or disinterested to continue. If an infant was still actively participating after all 24 distinct P trials had been shown,",112,eye-tracking,n,14,8,12.7,6.3,5,5,seconds,0.72,0.263,0.5,3.01,NA,NA,looking_time,,,y,,
"Roder, B. J., Bushnell, E. W., & Sasseville, A. M. (2000). Infants' preference for familiarity and novelty during the course of visual processing. Infancy, 1(4), 491-507.","Roder, Bushnell, & Sasseville (2000)",10.1207/S15327078IN0104_9,"visual processing, familiarity preference, novelty preference, memory formation",JS,5/2/2022,,,1,145.4,typical,faces,faces,24,115,n,two_different,static,video,faces,n,"25 different 4mo infants, each facing forward and displaying neutral expression",n,NA,NA,NA,paired_comparsion,"Each infant was then presented with an initial familiarization (F) trial, followed by a series of at least 14 paired comparison (P) trials. The F trial was intended to establish a minimal level of familiarity with one of the stimuli of the set being shown to the infant (objects, faces, or kaleidoscopes). It consisted of two identical slides of one of the six stimuli selected to serve as familiar. These duplicates were presented side by side for 3 sec starting when the infant had first fixated one or the other of them for 0.1 sec. The subsequent P trials each consisted of a repetition of this same familiar stimulus presented side by side with a different one of the other 24 slides in the relevant set. The order in which the 24 distinct novel stimuli occurred across the various P trials was randomly determined for each infant. Each P trial was presented for 8 sec, starting when the infant had first fixated either one of the stimuli for 0.1 sec. Brief, fixed-length trials were employed so that infants’ relative preferences for a familiar versus a novel stimulus could be sampled frequently and at equally spaced, periodic points during the course of processing. Interstimulus intervals were approximately 2 sec to 3 sec, and P trial presentations ensued until the infant became too fussy or disinterested to continue. If an infant was still actively participating after all 24 distinct P trials had been shown,",112,eye-tracking,n,14,8,10.2,5.8,6.4,4.5,seconds,0.605,0.267,0.5,1.53,NA,NA,looking_time,,,,,
"Roder, B. J., Bushnell, E. W., & Sasseville, A. M. (2000). Infants' preference for familiarity and novelty during the course of visual processing. Infancy, 1(4), 491-507.","Roder, Bushnell, & Sasseville (2000)",10.1207/S15327078IN0104_9,"visual processing, familiarity preference, novelty preference, memory formation",JS,5/2/2022,,,1,145.4,typical,kaleidoscopes,kaleidoscopes,24,115,n,two_different,static,video,kaleidoscopes,n,"25 different multicolored kaleidoscope configurations, each photographed on black background",n,NA,NA,NA,paired_comparsion,"Each infant was then presented with an initial familiarization (F) trial, followed by a series of at least 14 paired comparison (P) trials. The F trial was intended to establish a minimal level of familiarity with one of the stimuli of the set being shown to the infant (objects, faces, or kaleidoscopes). It consisted of two identical slides of one of the six stimuli selected to serve as familiar. These duplicates were presented side by side for 3 sec starting when the infant had first fixated one or the other of them for 0.1 sec. The subsequent P trials each consisted of a repetition of this same familiar stimulus presented side by side with a different one of the other 24 slides in the relevant set. The order in which the 24 distinct novel stimuli occurred across the various P trials was randomly determined for each infant. Each P trial was presented for 8 sec, starting when the infant had first fixated either one of the stimuli for 0.1 sec. Brief, fixed-length trials were employed so that infants’ relative preferences for a familiar versus a novel stimulus could be sampled frequently and at equally spaced, periodic points during the course of processing. Interstimulus intervals were approximately 2 sec to 3 sec, and P trial presentations ensued until the infant became too fussy or disinterested to continue. If an infant was still actively participating after all 24 distinct P trials had been shown,",112,eye-tracking,n,14,8,11.3,6.7,5.1,3.9,seconds,0.66,0.284,0.5,2.18,NA,NA,looking_time,Sum of durations of looking to 3 novel stimuli in final block of 3 trials (out of 14+ trials) divided by sum of durations of looking to both novel and familiar stimuli in block,Final block of trials in continuous familiarization procedure was defined as 3 (post-criterial) trials after which infant had critical run of 5 consecutive overlapping blocks of 3 trials each exceeding 60% novelty preference,,Hard to code. Continuous familiarization procedure: Familiar stimulus paired with different novel stimulus on each of 14 trials. Authors focused on number of trials each infant took to reach criterial run of 5 consecutive overlapping blocks of 3 trials with each block exceeding 60% novelty preference. ,
"Saayman, G., Ames, E. W., & Moffett, A. (1964). Response to novelty as an indicator of visual discrimination in the human infant. Journal of Experimental Child Psychology, 1(2), 189–198. https://doi.org/10.1016/0022-0965(64)90021-9","Saayman, Ames, & Moffett (1964)",10.1016/0022-0965(64)90021-9,prefamiliarization preference; preferred stimulus; pre/post familiarization comparison,KV,5/2/2022,,,1,94.5,typical,form only,cond_1,14,270,n,two_different,static,live,"circle or cross, red or black",,,n,,,,paired_comparison,,60,eye-tracking,n,2,,,,,,,,,,,,,,,,,,
"Saayman, G., Ames, E. W., & Moffett, A. (1964). Response to novelty as an indicator of visual discrimination in the human infant. Journal of Experimental Child Psychology, 1(2), 189–198. https://doi.org/10.1016/0022-0965(64)90021-9","Saayman, Ames, & Moffett (1964)",10.1016/0022-0965(64)90021-9,prefamiliarization preference; preferred stimulus; pre/post familiarization comparison,KV,5/2/2022,,,1,94.5,typical,color only,cond_2,14,270,n,two_different,static,live,"circle or cross, red or black",,,n,,,,paired_comparison,the series of P trials was presented again in the same order.,60,eye-tracking,n,2,,,,,,,,,,,,,,,,,,
"Saayman, G., Ames, E. W., & Moffett, A. (1964). Response to novelty as an indicator of visual discrimination in the human infant. Journal of Experimental Child Psychology, 1(2), 189–198. https://doi.org/10.1016/0022-0965(64)90021-9","Saayman, Ames, & Moffett (1964)",10.1016/0022-0965(64)90021-9,prefamiliarization preference; preferred stimulus; pre/post familiarization comparison,KV,5/2/2022,,,1,6-16 weeks,typical,form and color,cond_3,14,270,n,two_different,static,live,"circle or cross, red or black",,,n,,,,paired_comparison,1) two 30-second trials to pair of stimuli (to determine prefamiliarization looking time); 2) 4.5 minute familiarization to one of the stimuli; 3) two 30-second trials to pair of stimuli (to determine postfamiliarization looking time),60,eye-tracking,n,2,,,,,,,,,,,,,,,,,,
"Saayman, G., Ames, E. W., & Moffett, A. (1964). Response to novelty as an indicator of visual discrimination in the human infant. Journal of Experimental Child Psychology, 1(2), 189–198. https://doi.org/10.1016/0022-0965(64)90021-9","Saayman, Ames, & Moffett (1964)",10.1016/0022-0965(64)90021-9,prefamiliarization preference; preferred stimulus; pre/post familiarization comparison,KV,5/2/2022,,,1,94.5,typical,nonpreferred stimuli,cond_4,14,270,n,two_different,static,live,"circle or cross, red or black",,,n,,,,paired_comparison,1) two 30-second trials to pair of stimuli (to determine prefamiliarization looking time); 2) 4.5 minute familiarization to one of the stimuli; 3) two 30-second trials to pair of stimuli (to determine postfamiliarization looking time),60,eye-tracking,n,2,,,,,,,,,,,,,,,,,,
